Date,Open,High,Low,Close,Volume,TradingValue,UpLimit,UnderLimit
2000-01-06,104.35,105.43,104.01,105.31,25734,,,
2000-01-07,105.29,105.92,104.89,105.35,27702,,,
2000-01-10,105.14,105.4,104.34,105.1,10827,,,
2000-01-11,105.06,106.34,105.04,106.07,16587,,,
2000-01-12,105.97,106.27,105.55,105.9,30972,,,
2000-01-13,105.91,106.25,105.44,106.04,8886,,,
2000-01-14,106.1,106.41,105.42,105.78,11319,,,
2000-01-17,105.82,105.9,104.62,104.8,7155,,,
2000-01-18,104.87,105.69,104.79,105.65,8763,,,
2000-01-19,105.73,106.13,105.2,105.3,3783,,,
2000-01-20,105.31,105.75,105.19,105.33,10836,,,
2000-01-21,105.42,105.54,104.43,104.68,8385,,,
2000-01-24,105.25,105.87,104.66,105.65,6933,,,
2000-01-25,105.57,106.07,105.5,105.97,3489,,,
2000-01-26,106.04,106.32,105.53,105.69,6417,,,
2000-01-27,105.68,105.92,104.68,105.15,7392,,,
2000-01-28,105.1,107.3,104.56,107.08,7233,,,
2000-01-31,106.95,107.54,106.6,107.36,6702,,,
2000-02-01,107.39,108.01,107.13,107.79,6330,,,
2000-02-02,107.88,109.03,107.72,108.11,9633,,,
2000-02-03,108.15,108.8,107.35,107.56,6186,,,
2000-02-04,107.54,108.06,107.16,107.16,5394,,,
2000-02-07,107.31,108.83,107.18,108.67,7086,,,
2000-02-08,108.63,109.73,108.59,109.49,4407,,,
2000-02-09,109.49,109.68,108.55,108.72,9534,,,
2000-02-10,108.85,109.25,108.31,109.2,4389,,,
2000-02-11,109.2,109.81,108.77,108.75,4101,,,
2000-02-14,109.07,109.07,108.02,108.88,7668,,,
2000-02-15,108.94,109.36,108.47,109.16,7896,,,
2000-02-16,109.19,109.68,108.88,109.35,7608,,,
2000-02-17,109.48,110.61,109.32,110.62,8184,,,
2000-02-18,110.55,111.29,110.28,110.92,7038,,,
2000-02-21,110.93,111.47,110.39,111.26,21027,,,
2000-02-22,111.28,111.78,110.57,110.82,4620,,,
2000-02-23,110.84,111.35,110.1,111.19,5301,,,
2000-02-24,111.17,111.53,110.57,111.27,4989,,,
2000-02-25,111.35,111.49,110.37,110.3,4989,,,
2000-02-28,110.21,110.42,108.38,109.48,4473,,,
2000-02-29,109.49,110.44,109.38,110.19,6468,,,
2000-03-01,110.2,110.36,106.67,107.13,4518,,,
2000-03-02,107.23,107.96,106.6,107.73,7104,,,
2000-03-03,107.79,108.02,107.32,107.72,10890,,,
2000-03-06,107.88,107.95,106.73,107.39,4434,,,
2000-03-07,107.57,108.18,105.91,106.07,3462,,,
2000-03-08,106.18,107.49,106.09,107.21,3465,,,
2000-03-09,107.22,107.27,106.17,106.6,5247,,,
2000-03-10,106.64,106.73,106.06,106.23,4728,,,
2000-03-13,106.34,106.64,104.8,105.61,4713,,,
2000-03-14,105.53,105.9,104.59,105.2,2700,,,
2000-03-15,105.18,106.23,104.74,105.64,3543,,,
2000-03-16,105.65,105.84,105.1,105.5,5526,,,
2000-03-17,105.54,106.48,105.46,106.7,4827,,,
2000-03-20,106.91,107.13,106.3,106.4,6744,,,
2000-03-21,106.39,107.1,106.27,106.85,4986,,,
2000-03-22,106.76,107.19,106.5,107.02,6693,,,
2000-03-23,107.12,107.81,106.99,107.32,4752,,,
2000-03-24,107.27,107.69,106.71,106.84,5658,,,
2000-03-27,106.87,107.18,106.59,106.69,6060,,,
2000-03-28,106.79,106.81,105.77,105.79,5142,,,
2000-03-29,105.95,106.35,104.99,105.69,3885,,,
2000-03-30,105.77,105.97,104.82,105.35,4395,,,
2000-03-31,105.45,106.09,102.03,102.75,4059,,,
